'111,,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Вода, т","Жидкость, т","Попутный газ, м3","Простой, ч",Причина простоя,"Qж, т/сут","Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Дата_2,Пласт МЭР,Куст,Тип скважины,Диаметр экспл.колонны,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,SKIN,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый'
'417.0,87dff78cb325373c2ba036222eea17eb,2008-04-30,0.0,1.0,1.0,1.0,717.0,0.0,463.0,78.0,541.0,29619.0,3.0,0,18.11,14.4,29619.0,991.43,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'418.0,87dff78cb325373c2ba036222eea17eb,2008-05-30,0.0,1.0,1.0,1.0,744.0,0.0,490.0,81.0,571.0,31379.0,0.0,0,18.42,14.2,31379.0,1012.23,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'419.0,87dff78cb325373c2ba036222eea17eb,2008-06-30,0.0,1.0,1.0,1.0,744.0,0.0,508.0,30.0,538.0,32867.0,0.0,0,17.35,5.6,32867.0,1060.23,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'420.0,afa7b7d4b6b6918f642d61f270437a1e,2007-05-31,1.0,1.0,1.0,4.0,701.0,0.0,241.0,8.0,249.0,15666.0,43.0,2,8.52,3.2,15666.0,536.35,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'421.0,afa7b7d4b6b6918f642d61f270437a1e,2007-07-01,1.0,1.0,1.0,1.0,104.0,0.0,25.0,1.0,26.0,1460.0,640.0,0,6.0,3.8,1460.0,336.92,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'422.0,afa7b7d4b6b6918f642d61f270437a1e,2007-08-01,0.0,1.0,1.0,1.0,718.0,0.0,204.0,8.0,212.0,11957.0,2.0,1,7.09,3.8,11957.0,399.68,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'423.0,afa7b7d4b6b6918f642d61f270437a1e,2007-08-31,0.0,1.0,1.0,1.0,744.0,0.0,241.0,9.0,250.0,14505.0,0.0,0,8.06,3.6,14505.0,467.9,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'424.0,afa7b7d4b6b6918f642d61f270437a1e,2007-12-01,0.0,1.0,1.0,1.0,744.0,0.0,271.0,43.0,314.0,17376.0,0.0,0,10.13,13.7,17376.0,560.52,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'425.0,afa7b7d4b6b6918f642d61f270437a1e,2008-01-01,0.0,1.0,1.0,1.0,672.0,0.0,244.0,53.0,297.0,15595.0,0.0,0,10.61,17.8,15595.0,556.96,2010-08-27,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'426.0,e350ceab0f7af9589a5b81fcf674fbad,2007-03-01,0.0,1.0,1.0,1.0,720.0,0.0,56.0,3.0,59.0,3617.0,0.0,0,1.97,5.1,3617.0,120.57,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'427.0,e350ceab0f7af9589a5b81fcf674fbad,2007-03-31,0.0,1.0,1.0,1.0,744.0,0.0,53.0,2.0,55.0,3450.0,0.0,0,1.77,3.6,3450.0,111.29,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'428.0,e350ceab0f7af9589a5b81fcf674fbad,2007-05-01,0.0,1.0,1.0,1.0,720.0,0.0,55.0,1.0,56.0,3572.0,0.0,0,1.87,1.8,3572.0,119.07,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'429.0,e350ceab0f7af9589a5b81fcf674fbad,2007-05-31,0.0,1.0,1.0,1.0,744.0,0.0,59.0,3.0,62.0,3815.0,0.0,0,2.0,4.8,3815.0,123.06,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'430.0,e350ceab0f7af9589a5b81fcf674fbad,2007-07-01,0.0,1.0,1.0,1.0,744.0,0.0,64.0,4.0,68.0,4159.0,0.0,0,2.19,5.9,4159.0,134.16,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'431.0,e350ceab0f7af9589a5b81fcf674fbad,2007-08-01,0.0,1.0,1.0,1.0,720.0,0.0,65.0,4.0,69.0,4276.0,0.0,0,2.3,5.8,4276.0,142.53,2010-03-26,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'432.0,53fca34674d02e0fbc83c7ab127ec589,2005-10-01,0.0,1.0,1.0,1.0,720.0,0.0,3.0,0.0,3.0,192.0,0.0,0,0.1,0.0,192.0,6.4,2008-10-17,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
